,idx,x_coord,y_coord
83,83,307.0,468.0
84,84,307.0,468.0
85,85,307.0,468.0
86,86,307.0,468.0
87,87,307.0,468.0
88,88,307.0,468.0
89,89,307.0,460.0
90,90,307.0,458.0
91,91,314.0,444.0
92,92,314.0,430.0
93,93,312.0,425.0
94,94,309.0,413.0
95,95,309.0,403.0
96,96,312.0,395.0
97,97,312.0,388.0
98,98,314.0,379.0
99,99,305.0,374.0
100,100,307.0,364.0
101,101,309.0,359.0
102,102,312.0,350.0
103,103,312.0,337.0
104,104,312.0,337.0
105,105,314.0,330.0
106,106,309.0,328.0
107,107,305.0,318.0
108,108,305.0,304.0
109,109,303.0,292.0
110,110,303.0,290.0
111,111,303.0,277.0
112,112,303.0,273.0
113,113,305.0,268.0
114,114,299.0,253.0
115,115,295.0,248.0
116,116,295.0,239.0
117,117,291.0,234.0
118,118,293.0,236.0
119,119,293.0,229.0
120,120,284.0,225.0
121,121,288.0,222.0
122,122,280.0,219.0
123,123,286.0,214.0
124,124,286.0,207.0
125,125,286.0,207.0
126,126,286.0,207.0
127,127,286.0,207.0
128,128,282.0,200.0
129,129,282.0,195.0
130,130,282.0,193.0
131,131,282.0,193.0
132,132,282.0,193.0
133,133,282.0,193.0
134,134,274.0,184.0
135,135,267.0,184.0
136,136,267.0,186.0
137,137,267.0,186.0
138,138,267.0,186.0
139,139,267.0,186.0
140,140,261.0,186.0
141,141,253.0,184.0
142,142,253.0,184.0
143,143,246.0,184.0
144,144,246.0,184.0
145,145,246.0,184.0
146,146,246.0,184.0
147,147,246.0,184.0
148,148,246.0,184.0
149,149,246.0,184.0
150,150,246.0,184.0
151,151,246.0,184.0
152,152,242.0,179.0
153,153,242.0,179.0
154,154,242.0,179.0
155,155,242.0,179.0
156,156,242.0,179.0
157,157,242.0,179.0
158,158,242.0,179.0
159,159,242.0,179.0
160,160,248.0,176.0
161,161,248.0,184.0
162,162,253.0,184.0
163,163,257.0,184.0
164,164,257.0,184.0
165,165,257.0,184.0
166,166,265.0,186.0
167,167,269.0,186.0
168,168,272.0,186.0
169,169,276.0,186.0
170,170,280.0,186.0
171,171,288.0,188.0
172,172,288.0,188.0
173,173,288.0,190.0
174,174,288.0,190.0
175,175,288.0,190.0
176,176,288.0,190.0
177,177,291.0,190.0
178,178,293.0,190.0
179,179,299.0,191.0
180,180,301.0,191.0
181,181,301.0,191.0
182,182,301.0,191.0
183,183,301.0,191.0
184,184,301.0,191.0
185,185,307.0,191.0
186,186,307.0,191.0
187,187,307.0,191.0
188,188,307.0,191.0
189,189,307.0,191.0
190,190,307.0,191.0
191,191,307.0,191.0
192,192,307.0,191.0
193,193,307.0,191.0
194,194,307.0,186.0
195,195,301.0,186.0
196,196,301.0,186.0
197,197,301.0,186.0
198,198,301.0,186.0
199,199,301.0,186.0
200,200,301.0,186.0
201,201,301.0,186.0
202,202,301.0,186.0
203,203,293.0,186.0
204,204,286.0,188.0
205,205,286.0,188.0
206,206,286.0,188.0
207,207,286.0,188.0
208,208,286.0,188.0
209,209,286.0,188.0
210,210,286.0,188.0
211,211,278.0,188.0
212,212,274.0,188.0
213,213,269.0,188.0
214,214,269.0,188.0
215,215,269.0,190.0
216,216,265.0,190.0
217,217,265.0,190.0
218,218,265.0,190.0
219,219,265.0,190.0
220,220,265.0,190.0
221,221,257.0,191.0
222,222,257.0,191.0
223,223,251.0,191.0
224,224,251.0,191.0
225,225,251.0,191.0
226,226,248.0,186.0
227,227,248.0,181.0
228,228,248.0,181.0
229,229,248.0,181.0
230,230,248.0,181.0
231,231,248.0,181.0
232,232,248.0,181.0
233,233,240.0,181.0
234,234,232.0,181.0
235,235,232.0,183.0
236,236,232.0,183.0
237,237,232.0,183.0
238,238,232.0,183.0
239,239,232.0,183.0
240,240,232.0,183.0
241,241,232.0,183.0
242,242,232.0,183.0
243,243,232.0,183.0
244,244,232.0,183.0
245,245,236.0,183.0
246,246,240.0,181.0
247,247,242.0,181.0
248,248,244.0,181.0
249,249,244.0,181.0
250,250,244.0,181.0
251,251,248.0,179.0
252,252,248.0,179.0
253,253,248.0,179.0
254,254,257.0,179.0
255,255,265.0,181.0
256,256,265.0,181.0
257,257,265.0,181.0
258,258,267.0,181.0
259,259,272.0,181.0
260,260,280.0,183.0
261,261,284.0,186.0
262,262,284.0,186.0
263,263,284.0,186.0
264,264,284.0,186.0
265,265,284.0,186.0
266,266,295.0,186.0
267,267,295.0,186.0
268,268,295.0,186.0
269,269,307.0,190.0
270,270,307.0,190.0
271,271,309.0,190.0
272,272,320.0,190.0
273,273,320.0,190.0
274,274,320.0,190.0
275,275,318.0,183.0
276,276,318.0,183.0
277,277,324.0,186.0
278,278,324.0,186.0
279,279,322.0,186.0
280,280,322.0,186.0
281,281,333.0,188.0
282,282,333.0,188.0
283,283,320.0,181.0
284,284,320.0,181.0
285,285,320.0,184.0
286,286,328.0,184.0
287,287,328.0,184.0
288,288,328.0,184.0
289,289,328.0,184.0
290,290,328.0,184.0
291,291,328.0,184.0
292,292,328.0,184.0
293,293,328.0,184.0
294,294,328.0,184.0
295,295,318.0,179.0
296,296,312.0,171.0
297,297,318.0,173.0
298,298,318.0,174.0
299,299,318.0,174.0
300,300,318.0,174.0
301,301,318.0,176.0
302,302,309.0,171.0
303,303,312.0,169.0
304,304,312.0,169.0
305,305,312.0,169.0
306,306,312.0,169.0
307,307,312.0,169.0
308,308,312.0,169.0
309,309,312.0,169.0
310,310,312.0,169.0
311,311,309.0,169.0
312,312,309.0,169.0
313,313,307.0,169.0
314,314,307.0,169.0
315,315,307.0,169.0
316,316,307.0,169.0
317,317,307.0,169.0
318,318,303.0,169.0
319,319,303.0,169.0
320,320,307.0,171.0
321,321,307.0,171.0
322,322,307.0,171.0
323,323,307.0,171.0
324,324,309.0,171.0
325,325,312.0,173.0
326,326,312.0,173.0
327,327,314.0,173.0
328,328,318.0,173.0
329,329,318.0,173.0
330,330,320.0,173.0
331,331,324.0,173.0
332,332,324.0,173.0
333,333,324.0,173.0
334,334,335.0,174.0
335,335,331.0,174.0
336,336,331.0,176.0
337,337,333.0,176.0
338,338,337.0,176.0
339,339,339.0,176.0
340,340,343.0,176.0
341,341,347.0,178.0
342,342,347.0,178.0
343,343,352.0,178.0
344,344,354.0,178.0
345,345,360.0,176.0
346,346,360.0,176.0
347,347,360.0,176.0
348,348,362.0,178.0
349,349,362.0,178.0
350,350,368.0,178.0
351,351,371.0,178.0
352,352,371.0,178.0
353,353,371.0,178.0
354,354,371.0,178.0
355,355,371.0,178.0
356,356,371.0,178.0
357,357,375.0,178.0
358,358,375.0,178.0
359,359,377.0,176.0
360,360,375.0,176.0
361,361,371.0,176.0
362,362,371.0,176.0
363,363,364.0,176.0
364,364,364.0,176.0
365,365,364.0,176.0
366,366,368.0,176.0
367,367,368.0,176.0
368,368,368.0,176.0
369,369,368.0,176.0
370,370,368.0,176.0
371,371,364.0,176.0
372,372,364.0,176.0
373,373,364.0,176.0
374,374,364.0,176.0
375,375,360.0,176.0
376,376,360.0,176.0
377,377,360.0,176.0
378,378,362.0,174.0
379,379,362.0,174.0
380,380,362.0,174.0
381,381,362.0,174.0
382,382,362.0,174.0
383,383,362.0,174.0
384,384,354.0,174.0
385,385,354.0,174.0
386,386,349.0,174.0
387,387,339.0,174.0
388,388,331.0,174.0
389,389,322.0,174.0
390,390,322.0,174.0
391,391,322.0,174.0
392,392,322.0,174.0
393,393,326.0,174.0
394,394,326.0,174.0
395,395,326.0,174.0
396,396,326.0,174.0
397,397,322.0,174.0
398,398,322.0,174.0
399,399,312.0,171.0
400,400,312.0,171.0
401,401,312.0,171.0
402,402,312.0,171.0
403,403,312.0,171.0
404,404,312.0,171.0
405,405,312.0,171.0
406,406,312.0,171.0
407,407,312.0,171.0
408,408,307.0,171.0
409,409,303.0,169.0
410,410,303.0,167.0
411,411,303.0,167.0
412,412,303.0,167.0
413,413,303.0,167.0
414,414,305.0,167.0
415,415,305.0,167.0
416,416,307.0,167.0
417,417,307.0,167.0
418,418,307.0,167.0
419,419,309.0,167.0
420,420,309.0,167.0
421,421,316.0,167.0
422,422,316.0,167.0
423,423,318.0,167.0
424,424,326.0,167.0
425,425,328.0,167.0
426,426,328.0,167.0
427,427,328.0,167.0
428,428,328.0,167.0
429,429,328.0,167.0
430,430,335.0,169.0
431,431,335.0,169.0
432,432,335.0,169.0
433,433,335.0,169.0
434,434,335.0,169.0
435,435,335.0,171.0
436,436,335.0,171.0
437,437,335.0,171.0
438,438,335.0,171.0
439,439,335.0,171.0
440,440,335.0,171.0
441,441,335.0,171.0
442,442,335.0,171.0
443,443,335.0,171.0
444,444,335.0,171.0
445,445,335.0,171.0
446,446,335.0,171.0
447,447,337.0,171.0
448,448,347.0,171.0
449,449,347.0,171.0
450,450,347.0,171.0
451,451,347.0,171.0
452,452,347.0,171.0
453,453,352.0,171.0
454,454,358.0,171.0
455,455,358.0,171.0
456,456,358.0,171.0
457,457,358.0,171.0
458,458,358.0,171.0
459,459,349.0,169.0
460,460,349.0,169.0
461,461,349.0,169.0
462,462,349.0,169.0
463,463,349.0,169.0
464,464,349.0,169.0
465,465,339.0,169.0
466,466,339.0,167.0
467,467,339.0,167.0
468,468,339.0,167.0
469,469,339.0,167.0
470,470,339.0,167.0
471,471,339.0,167.0
472,472,339.0,167.0
473,473,339.0,167.0
474,474,339.0,167.0
475,475,339.0,167.0
476,476,339.0,167.0
477,477,339.0,167.0
478,478,337.0,167.0
479,479,333.0,167.0
480,480,333.0,167.0
481,481,333.0,167.0
482,482,333.0,167.0
483,483,333.0,167.0
484,484,333.0,167.0
485,485,322.0,169.0
486,486,318.0,173.0
487,487,320.0,171.0
488,488,320.0,171.0
489,489,320.0,171.0
490,490,318.0,171.0
491,491,305.0,173.0
492,492,309.0,171.0
493,493,309.0,171.0
494,494,309.0,171.0
495,495,309.0,171.0
496,496,305.0,171.0
497,497,307.0,171.0
498,498,307.0,169.0
499,499,307.0,169.0
500,500,307.0,169.0
501,501,305.0,169.0
502,502,301.0,167.0
503,503,297.0,162.0
504,504,297.0,166.0
505,505,297.0,166.0
506,506,297.0,166.0
507,507,297.0,166.0
508,508,297.0,166.0
509,509,297.0,166.0
510,510,297.0,166.0
511,511,297.0,166.0
512,512,303.0,166.0
513,513,301.0,166.0
514,514,301.0,166.0
515,515,301.0,166.0
516,516,301.0,166.0
517,517,301.0,166.0
518,518,301.0,166.0
519,519,301.0,166.0
520,520,301.0,166.0
521,521,301.0,166.0
522,522,305.0,169.0
523,523,310.0,171.0
524,524,314.0,174.0
525,525,314.0,174.0
526,526,314.0,174.0
527,527,320.0,174.0
528,528,324.0,173.0
529,529,328.0,171.0
530,530,328.0,171.0
531,531,339.0,171.0
532,532,335.0,173.0
533,533,335.0,173.0
534,534,337.0,173.0
535,535,337.0,173.0
536,536,339.0,173.0
537,537,343.0,171.0
538,538,345.0,171.0
539,539,345.0,171.0
540,540,345.0,171.0
541,541,352.0,171.0
542,542,352.0,171.0
543,543,364.0,176.0
544,544,364.0,176.0
545,545,360.0,171.0
546,546,358.0,171.0
547,547,358.0,171.0
548,548,362.0,171.0
549,549,362.0,171.0
550,550,362.0,171.0
551,551,362.0,171.0
552,552,362.0,171.0
553,553,362.0,171.0
554,554,362.0,171.0
555,555,362.0,171.0
556,556,366.0,171.0
557,557,366.0,171.0
558,558,366.0,171.0
559,559,366.0,171.0
560,560,366.0,171.0
561,561,352.0,167.0
562,562,358.0,169.0
563,563,358.0,169.0
564,564,360.0,169.0
565,565,360.0,169.0
566,566,360.0,169.0
567,567,358.0,173.0
568,568,358.0,173.0
569,569,358.0,173.0
570,570,349.0,173.0
571,571,349.0,173.0
572,572,349.0,173.0
573,573,349.0,173.0
574,574,349.0,173.0
575,575,349.0,173.0
576,576,349.0,173.0
577,577,349.0,173.0
578,578,345.0,173.0
579,579,341.0,174.0
580,580,337.0,174.0
581,581,337.0,174.0
582,582,337.0,174.0
583,583,337.0,174.0
584,584,324.0,171.0
585,585,324.0,171.0
586,586,324.0,171.0
587,587,320.0,171.0
588,588,320.0,171.0
589,589,320.0,171.0
590,590,320.0,171.0
591,591,320.0,171.0
592,592,320.0,171.0
593,593,314.0,173.0
594,594,309.0,169.0
595,595,307.0,169.0
596,596,307.0,169.0
597,597,307.0,169.0
598,598,307.0,169.0
599,599,303.0,169.0
600,600,303.0,169.0
601,601,303.0,169.0
602,602,303.0,169.0
603,603,303.0,169.0
604,604,303.0,169.0
605,605,303.0,169.0
606,606,303.0,169.0
607,607,303.0,169.0
608,608,316.0,171.0
609,609,316.0,171.0
610,610,316.0,171.0
611,611,316.0,171.0
612,612,316.0,171.0
613,613,316.0,171.0
614,614,316.0,171.0
615,615,316.0,171.0
616,616,320.0,171.0
617,617,322.0,171.0
618,618,324.0,169.0
619,619,328.0,169.0
620,620,328.0,169.0
621,621,335.0,171.0
622,622,335.0,171.0
623,623,335.0,171.0
624,624,335.0,171.0
625,625,341.0,171.0
626,626,347.0,171.0
627,627,347.0,171.0
628,628,352.0,171.0
629,629,362.0,173.0
630,630,360.0,174.0
631,631,349.0,174.0
632,632,349.0,173.0
633,633,356.0,173.0
634,634,360.0,176.0
635,635,362.0,176.0
636,636,362.0,176.0
637,637,375.0,176.0
638,638,375.0,176.0
639,639,375.0,176.0
640,640,381.0,176.0
641,641,381.0,176.0
642,642,381.0,176.0
643,643,381.0,176.0
644,644,381.0,176.0
645,645,368.0,173.0
646,646,373.0,174.0
647,647,377.0,174.0
648,648,377.0,174.0
649,649,377.0,174.0
650,650,377.0,174.0
651,651,377.0,174.0
652,652,377.0,174.0
653,653,377.0,174.0
654,654,377.0,174.0
655,655,377.0,174.0
656,656,377.0,174.0
657,657,368.0,173.0
658,658,368.0,173.0
659,659,368.0,173.0
660,660,368.0,173.0
661,661,368.0,173.0
662,662,368.0,173.0
663,663,368.0,173.0
664,664,362.0,171.0
665,665,362.0,171.0
666,666,362.0,171.0
667,667,362.0,171.0
668,668,349.0,171.0
669,669,347.0,171.0
670,670,341.0,171.0
671,671,341.0,171.0
672,672,333.0,171.0
673,673,333.0,169.0
674,674,333.0,169.0
675,675,326.0,169.0
676,676,316.0,169.0
677,677,324.0,167.0
678,678,326.0,167.0
679,679,326.0,167.0
680,680,326.0,167.0
681,681,326.0,167.0
682,682,326.0,167.0
683,683,326.0,167.0
684,684,326.0,167.0
685,685,312.0,166.0
686,686,307.0,164.0
687,687,307.0,164.0
688,688,303.0,164.0
689,689,303.0,164.0
690,690,309.0,164.0
691,691,309.0,164.0
692,692,309.0,164.0
693,693,301.0,164.0
694,694,288.0,162.0
695,695,288.0,162.0
696,696,288.0,161.0
697,697,288.0,161.0
698,698,288.0,161.0
699,699,288.0,161.0
700,700,288.0,161.0
701,701,288.0,161.0
702,702,288.0,161.0
703,703,288.0,161.0
704,704,295.0,161.0
705,705,297.0,161.0
706,706,297.0,161.0
707,707,297.0,161.0
708,708,297.0,161.0
709,709,299.0,161.0
710,710,299.0,161.0
711,711,299.0,161.0
712,712,299.0,161.0
713,713,299.0,161.0
714,714,307.0,162.0
715,715,314.0,166.0
716,716,314.0,167.0
717,717,301.0,167.0
718,718,305.0,167.0
719,719,316.0,169.0
720,720,316.0,169.0
721,721,316.0,169.0
722,722,316.0,169.0
723,723,316.0,169.0
724,724,316.0,169.0
725,725,316.0,169.0
726,726,318.0,169.0
727,727,324.0,169.0
728,728,331.0,171.0
729,729,331.0,173.0
730,730,337.0,174.0
731,731,337.0,174.0
732,732,337.0,174.0
733,733,337.0,174.0
734,734,337.0,174.0
735,735,343.0,174.0
736,736,343.0,174.0
737,737,343.0,174.0
738,738,343.0,174.0
739,739,347.0,181.0
740,740,347.0,181.0
741,741,347.0,181.0
742,742,354.0,184.0
743,743,354.0,184.0
744,744,354.0,184.0
745,745,354.0,184.0
746,746,354.0,184.0
747,747,354.0,184.0
748,748,354.0,184.0
749,749,349.0,184.0
750,750,349.0,183.0
751,751,349.0,183.0
752,752,349.0,183.0
753,753,349.0,183.0
754,754,349.0,183.0
755,755,349.0,183.0
756,756,349.0,183.0
757,757,341.0,179.0
758,758,341.0,179.0
759,759,341.0,179.0
760,760,341.0,179.0
761,761,341.0,179.0
762,762,341.0,179.0
763,763,341.0,179.0
764,764,337.0,179.0
765,765,337.0,179.0
766,766,326.0,178.0
767,767,326.0,178.0
768,768,326.0,178.0
769,769,326.0,176.0
770,770,326.0,176.0
771,771,326.0,176.0
772,772,326.0,176.0
773,773,326.0,176.0
774,774,326.0,176.0
775,775,326.0,176.0
776,776,326.0,176.0
777,777,326.0,176.0
778,778,326.0,176.0
779,779,326.0,176.0
780,780,326.0,176.0
781,781,322.0,176.0
782,782,309.0,173.0
783,783,312.0,173.0
784,784,318.0,173.0
785,785,318.0,174.0
786,786,318.0,174.0
787,787,318.0,174.0
788,788,318.0,174.0
789,789,318.0,174.0
790,790,318.0,174.0
791,791,318.0,174.0
792,792,316.0,174.0
793,793,316.0,174.0
794,794,312.0,171.0
795,795,312.0,171.0
796,796,312.0,171.0
797,797,312.0,171.0
798,798,312.0,171.0
799,799,312.0,171.0
800,800,312.0,171.0
801,801,312.0,171.0
802,802,312.0,171.0
803,803,312.0,171.0
804,804,312.0,171.0
805,805,312.0,171.0
806,806,312.0,171.0
807,807,312.0,171.0
808,808,312.0,171.0
809,809,312.0,171.0
810,810,312.0,171.0
811,811,309.0,171.0
812,812,307.0,171.0
813,813,307.0,171.0
814,814,307.0,171.0
815,815,307.0,171.0
816,816,307.0,171.0
817,817,309.0,173.0
818,818,309.0,174.0
819,819,309.0,174.0
820,820,309.0,174.0
821,821,309.0,174.0
822,822,309.0,174.0
823,823,309.0,174.0
824,824,309.0,174.0
825,825,309.0,174.0
826,826,318.0,174.0
827,827,318.0,176.0
828,828,318.0,176.0
829,829,318.0,176.0
830,830,318.0,176.0
831,831,318.0,176.0
832,832,322.0,181.0
833,833,322.0,181.0
834,834,324.0,181.0
835,835,322.0,176.0
836,836,322.0,174.0
837,837,322.0,174.0
838,838,322.0,174.0
839,839,333.0,178.0
840,840,333.0,178.0
841,841,333.0,178.0
842,842,333.0,178.0
843,843,333.0,178.0
844,844,333.0,178.0
845,845,333.0,178.0
846,846,339.0,178.0
847,847,347.0,178.0
848,848,364.0,178.0
849,849,341.0,178.0
850,850,341.0,178.0
851,851,341.0,179.0
852,852,339.0,181.0
853,853,339.0,183.0
854,854,339.0,183.0
855,855,339.0,183.0
856,856,339.0,183.0
857,857,339.0,183.0
858,858,339.0,183.0
859,859,339.0,183.0
860,860,339.0,183.0
861,861,339.0,183.0
862,862,339.0,183.0
863,863,339.0,183.0
864,864,339.0,183.0
865,865,339.0,183.0
866,866,339.0,183.0
867,867,339.0,183.0
868,868,339.0,183.0
869,869,339.0,183.0
870,870,339.0,183.0
871,871,339.0,183.0
872,872,339.0,183.0
873,873,339.0,183.0
874,874,339.0,183.0
875,875,339.0,183.0
876,876,339.0,183.0
877,877,339.0,183.0
878,878,333.0,181.0
879,879,326.0,179.0
880,880,326.0,179.0
881,881,328.0,181.0
882,882,331.0,184.0
883,883,333.0,188.0
884,884,326.0,190.0
885,885,309.0,190.0
886,886,312.0,190.0
887,887,312.0,190.0
888,888,312.0,190.0
889,889,312.0,190.0
890,890,312.0,190.0
891,891,312.0,191.0
892,892,312.0,193.0
893,893,307.0,191.0
894,894,301.0,188.0
895,895,301.0,188.0
896,896,301.0,188.0
897,897,301.0,188.0
898,898,301.0,188.0
899,899,301.0,188.0
900,900,301.0,188.0
901,901,301.0,188.0
902,902,299.0,188.0
903,903,299.0,188.0
904,904,299.0,188.0
905,905,297.0,188.0
906,906,297.0,188.0
907,907,295.0,190.0
908,908,295.0,190.0
909,909,295.0,190.0
910,910,295.0,190.0
911,911,295.0,190.0
912,912,295.0,190.0
913,913,295.0,190.0
914,914,295.0,190.0
915,915,295.0,190.0
916,916,307.0,186.0
917,917,299.0,186.0
918,918,299.0,186.0
919,919,299.0,186.0
920,920,299.0,186.0
921,921,299.0,186.0
922,922,299.0,186.0
923,923,299.0,186.0
924,924,299.0,186.0
925,925,299.0,190.0
926,926,299.0,190.0
927,927,299.0,190.0
928,928,299.0,190.0
929,929,299.0,190.0
930,930,299.0,190.0
931,931,299.0,190.0
932,932,305.0,190.0
933,933,307.0,190.0
934,934,316.0,193.0
935,935,316.0,193.0
936,936,316.0,193.0
937,937,316.0,193.0
938,938,316.0,193.0
939,939,316.0,193.0
940,940,316.0,193.0
941,941,320.0,193.0
942,942,333.0,195.0
943,943,322.0,195.0
944,944,322.0,195.0
945,945,326.0,193.0
946,946,328.0,193.0
947,947,328.0,193.0
948,948,331.0,193.0
949,949,333.0,191.0
950,950,333.0,191.0
951,951,333.0,191.0
952,952,337.0,191.0
953,953,337.0,191.0
954,954,337.0,191.0
955,955,343.0,190.0
956,956,343.0,190.0
957,957,343.0,190.0
958,958,343.0,190.0
959,959,343.0,190.0
960,960,343.0,190.0
961,961,343.0,190.0
962,962,349.0,190.0
963,963,349.0,190.0
964,964,349.0,190.0
965,965,345.0,193.0
966,966,345.0,193.0
967,967,339.0,188.0
968,968,339.0,188.0
969,969,339.0,188.0
970,970,339.0,188.0
971,971,339.0,188.0
972,972,343.0,191.0
973,973,343.0,191.0
974,974,343.0,191.0
975,975,343.0,191.0
976,976,343.0,191.0
977,977,343.0,191.0
978,978,339.0,193.0
979,979,339.0,193.0
980,980,339.0,193.0
981,981,331.0,193.0
982,982,331.0,193.0
983,983,331.0,193.0
984,984,331.0,193.0
985,985,331.0,193.0
986,986,331.0,193.0
987,987,331.0,193.0
988,988,331.0,193.0
989,989,331.0,193.0
990,990,331.0,193.0
991,991,320.0,188.0
992,992,320.0,188.0
993,993,320.0,188.0
994,994,320.0,188.0
995,995,320.0,188.0
996,996,320.0,188.0
997,997,320.0,188.0
998,998,320.0,188.0
999,999,312.0,195.0
1000,1000,309.0,193.0
1001,1001,307.0,193.0
1002,1002,307.0,193.0
1003,1003,307.0,193.0
1004,1004,307.0,193.0
1005,1005,307.0,193.0
1006,1006,307.0,193.0
1007,1007,301.0,184.0
1008,1008,303.0,181.0
1009,1009,309.0,183.0
1010,1010,312.0,183.0
1011,1011,309.0,184.0
1012,1012,309.0,184.0
1013,1013,309.0,184.0
1014,1014,309.0,184.0
1015,1015,309.0,184.0
1016,1016,309.0,184.0
1017,1017,309.0,184.0
1018,1018,309.0,184.0
1019,1019,316.0,184.0
1020,1020,316.0,184.0
1021,1021,318.0,184.0
1022,1022,320.0,184.0
1023,1023,324.0,184.0
1024,1024,326.0,184.0
1025,1025,326.0,184.0
1026,1026,326.0,184.0
1027,1027,326.0,184.0
1028,1028,326.0,184.0
1029,1029,333.0,184.0
1030,1030,335.0,184.0
1031,1031,339.0,183.0
1032,1032,341.0,183.0
1033,1033,341.0,183.0
1034,1034,341.0,183.0
1035,1035,341.0,183.0
1036,1036,341.0,183.0
1037,1037,341.0,183.0
1038,1038,352.0,181.0
1039,1039,352.0,181.0
1040,1040,352.0,181.0
1041,1041,352.0,181.0
1042,1042,352.0,181.0
1043,1043,352.0,181.0
1044,1044,347.0,181.0
1045,1045,347.0,181.0
1046,1046,347.0,181.0
1047,1047,343.0,181.0
1048,1048,337.0,181.0
1049,1049,337.0,181.0
1050,1050,337.0,181.0
1051,1051,337.0,181.0
1052,1052,337.0,181.0
1053,1053,337.0,181.0
1054,1054,337.0,181.0
1055,1055,337.0,181.0
1056,1056,337.0,181.0
1057,1057,337.0,181.0
1058,1058,337.0,181.0
1059,1059,337.0,181.0
1060,1060,337.0,181.0
1061,1061,333.0,181.0
1062,1062,333.0,181.0
1063,1063,333.0,181.0
1064,1064,333.0,176.0
1065,1065,326.0,174.0
1066,1066,326.0,174.0
1067,1067,326.0,174.0
1068,1068,326.0,174.0
1069,1069,326.0,174.0
1070,1070,326.0,174.0
1071,1071,326.0,174.0
1072,1072,326.0,174.0
1073,1073,326.0,174.0
1074,1074,326.0,174.0
1075,1075,324.0,174.0
1076,1076,312.0,169.0
1077,1077,312.0,169.0
1078,1078,312.0,169.0
1079,1079,312.0,169.0
1080,1080,312.0,169.0
1081,1081,297.0,167.0
1082,1082,297.0,167.0
1083,1083,297.0,167.0
1084,1084,297.0,167.0
1085,1085,297.0,167.0
1086,1086,297.0,167.0
1087,1087,297.0,167.0
1088,1088,297.0,167.0
1089,1089,297.0,167.0
1090,1090,297.0,167.0
1091,1091,297.0,167.0
1092,1092,282.0,167.0
1093,1093,282.0,167.0
1094,1094,282.0,167.0
1095,1095,282.0,167.0
1096,1096,282.0,167.0
1097,1097,282.0,167.0
1098,1098,282.0,167.0
1099,1099,282.0,167.0
1100,1100,274.0,167.0
1101,1101,274.0,167.0
1102,1102,274.0,171.0
1103,1103,274.0,173.0
1104,1104,280.0,188.0
1105,1105,278.0,184.0
1106,1106,278.0,184.0
1107,1107,278.0,184.0
1108,1108,278.0,184.0
1109,1109,278.0,184.0
1110,1110,278.0,184.0
1111,1111,278.0,184.0
1112,1112,278.0,184.0
1113,1113,278.0,184.0
1114,1114,284.0,193.0
1115,1115,286.0,203.0
1116,1116,288.0,208.0
1117,1117,293.0,217.0
1118,1118,293.0,219.0
1119,1119,293.0,219.0
1120,1120,301.0,224.0
1121,1121,305.0,229.0
1122,1122,314.0,237.0
1123,1123,314.0,237.0
1124,1124,316.0,243.0
1125,1125,322.0,251.0
1126,1126,322.0,258.0
1127,1127,322.0,268.0
1128,1128,322.0,280.0
1129,1129,322.0,282.0
1130,1130,322.0,294.0
1131,1131,326.0,301.0
1132,1132,335.0,316.0
1133,1133,335.0,316.0
1134,1134,335.0,325.0
1135,1135,343.0,335.0
1136,1136,343.0,338.0
1137,1137,343.0,343.0
1138,1138,349.0,362.0
1139,1139,349.0,367.0
